First,Last,Office,Report,Date
<td>Michael F</td>,<td>Bennet</td>,"<td class=""noWrap"">Bennet, Michael (Senator)</td>","<td><a href=""/search/view/ptr/cd2add48-f2bc-42bc-acbd-d8f7b502eae1/"" target=""_blank"">Periodic Transaction Report for 12/21/2017</a></td>",<td>12/21/2017</td>
<td>Michael F</td>,<td>Bennet</td>,"<td class=""noWrap"">Bennet, Michael (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/60957fe4-5029-44f4-8b52-d1391ef81cff/"" target=""_blank"">Annual Report for 2018 Due Date Extension 1</a></td>",<td>05/09/2019</td>
<td>Michael F</td>,<td>Bennet</td>,"<td class=""noWrap"">Bennet, Michael (Senator)</td>","<td><a href=""/search/view/annual/a95fa99b-972e-4c69-a161-bd3d50e61ac3/"" target=""_blank"">Annual Report for CY 2013</a></td>",<td>05/15/2014</td>
<td>Michael F</td>,<td>Bennet</td>,"<td class=""noWrap"">Bennet, Michael (Senator)</td>","<td><a href=""/search/view/annual/c3c3a608-d77b-407b-8e47-85330b3051dd/"" target=""_blank"">Annual Report for CY 2014 (Amendment 1)</a></td>",<td>06/25/2015</td>
<td>Michael F</td>,<td>Bennet</td>,"<td class=""noWrap"">Bennet, Michael (Senator)</td>","<td><a href=""/search/view/annual/b47ed26c-1054-4549-86ad-38cd7215a4f7/"" target=""_blank"">Annual Report for CY 2015</a></td>",<td>05/16/2016</td>
<td>Michael F</td>,<td>Bennet</td>,"<td class=""noWrap"">Bennet, Michael (Senator)</td>","<td><a href=""/search/view/annual/c3858f5c-25ad-48b0-98fe-c7bf56187a7b/"" target=""_blank"">Annual Report for CY 2014</a></td>",<td>05/15/2015</td>
<td>Michael F</td>,<td>Bennet</td>,"<td class=""noWrap"">Bennet, Michael (Senator)</td>","<td><a href=""/search/view/annual/1e228efd-313f-4520-b6f3-fdc6ba364a46/"" target=""_blank"">Annual Report for CY 2016 (Amendment 1)</a></td>",<td>08/01/2017</td>
<td>Michael F</td>,<td>Bennet</td>,"<td class=""noWrap"">Bennet, Michael (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/f9118158-3cd3-42dd-bb3b-6f55baf2a60a/"" target=""_blank"">Annual Report for 2019 Due Date Extension 1</a></td>",<td>04/16/2020</td>
<td>Michael F</td>,<td>Bennet</td>,"<td class=""noWrap"">Bennet, Michael (Senator)</td>","<td><a href=""/search/view/annual/39baf99f-a698-44c5-a764-0eb6490253b2/"" target=""_blank"">Annual Report for CY 2020</a></td>",<td>05/17/2021</td>
<td>MICHAEL F</td>,<td>BENNET</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/2B2000AD-EE04-455F-BAC4-6832F025E476/"" target=""_blank"">Annual Report (Amendment)</a></td>",<td>08/21/2014</td>
<td>MICHAEL F </td>,<td>BENNET</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/046385AD-BCA5-454D-9480-44E397F19F54/"" target=""_blank"">Annual Report</a></td>",<td>05/15/2012</td>
<td>MICHAEL F </td>,<td>BENNET</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/9385D127-13A2-4978-8BE6-5EBE64674C9C/"" target=""_blank"">Annual Report</a></td>",<td>05/15/2013</td>
<td>MICHAEL F </td>,<td>BENNET</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/97255AB0-76B3-439E-9A60-F2B2E4E9E23E/"" target=""_blank"">Annual Report (Amendment)</a></td>",<td>06/04/2012</td>
<td>Marsha</td>,<td>Blackburn</td>,"<td class=""noWrap"">Blackburn, Marsha (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/b156414a-4424-42fe-a4dc-96440e5f8f47/"" target=""_blank"">Annual Report for 2020 Due Date Extension 2</a></td>",<td>07/13/2021</td>
<td>Marsha</td>,<td>Blackburn</td>,"<td class=""noWrap"">Blackburn, Marsha (Senator)</td>","<td><a href=""/search/view/annual/da65c3fe-88df-4f0c-bdc2-9f2d57b828fa/"" target=""_blank"">Annual Report for CY 2019</a></td>",<td>08/13/2020</td>
<td>Marsha</td>,<td>Blackburn</td>,"<td class=""noWrap"">Blackburn, Marsha (Senator)</td>","<td><a href=""/search/view/annual/28226c2b-36e2-4df6-bc54-ed3a3326d669/"" target=""_blank"">Annual Report for CY 2019 (Amendment 1)</a></td>",<td>01/20/2021</td>
<td>Marsha</td>,<td>Blackburn</td>,"<td class=""noWrap"">Blackburn, Marsha (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/83e7fe8f-6601-4a05-8049-8c60f62549ec/"" target=""_blank"">Annual Report for 2018 Due Date Extension 1</a></td>",<td>05/14/2019</td>
<td>Marsha</td>,<td>Blackburn</td>,"<td class=""noWrap"">Blackburn, Marsha (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/c6cee10b-0a26-45a9-80cd-68fca3cb636b/"" target=""_blank"">Annual Report for 2018 Due Date Extension 3</a></td>",<td>08/08/2019</td>
<td>Marsha</td>,<td>Blackburn</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/extension-notice/regular/72750426-c832-432c-bc97-aab81a15189d/"" target=""_blank"">Annual Report for 2019 Due Date Extension 1</a></td>",<td>04/16/2020</td>
<td>Marsha</td>,<td>Blackburn</td>,"<td class=""noWrap"">Blackburn, Marsha (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/e9eaf273-bb38-4bab-846b-2261dab5b26e/"" target=""_blank"">Annual Report for 2018 Due Date Extension 2</a></td>",<td>07/15/2019</td>
<td>Marsha</td>,<td>Blackburn</td>,"<td class=""noWrap"">Blackburn, Marsha (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/e4834663-fdec-4dbf-89d3-6474475e47f8/"" target=""_blank"">Annual Report for 2020 Due Date Extension 1</a></td>",<td>05/12/2021</td>
<td>Marsha</td>,<td>Blackburn</td>,"<td class=""noWrap"">Blackburn, Marsha (Senator)</td>","<td><a href=""/search/view/annual/e3f13b56-defc-49f8-95c6-5510d907172c/"" target=""_blank"">Annual Report for CY 2018</a></td>",<td>08/12/2019</td>
<td>Marsha</td>,<td>Blackburn</td>,"<td class=""noWrap"">Blackburn, Marsha (Senator)</td>","<td><a href=""/search/view/annual/d2c71251-566c-42a4-bdd3-3eb29450d6d4/"" target=""_blank"">Annual Report for CY 2020</a></td>",<td>08/11/2021</td>
<td>Richard</td>,<td>Blumenthal</td>,"<td class=""noWrap"">Blumenthal, Richard (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/c625b4d6-b981-4a49-bb0b-ea64a6d0ea08/"" target=""_blank"">Annual Report for 2018 Due Date Extension 1</a></td>",<td>03/06/2019</td>
<td>Richard</td>,<td>Blumenthal</td>,"<td class=""noWrap"">Blumenthal, Richard (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/87646333-de4c-4a05-b29f-49a79a0fe317/"" target=""_blank"">Annual Report for 2017 Due Date Extension 1</a></td>",<td>03/15/2018</td>
<td>Richard</td>,<td>Blumenthal</td>,"<td class=""noWrap"">Blumenthal, Richard (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/6151f7fe-0d30-44f3-ac97-4ef0037ffced/"" target=""_blank"">Annual Report for 2019 Due Date Extension 1</a></td>",<td>03/05/2020</td>
<td>Richard</td>,<td>Blumenthal</td>,"<td class=""noWrap"">Blumenthal, Richard (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/1fd40fc8-7197-4f18-baf4-b9abdac18339/"" target=""_blank"">Annual Report for 2020 Due Date Extension 1</a></td>",<td>03/09/2021</td>
<td>Richard</td>,<td>Blumenthal</td>,"<td class=""noWrap"">Blumenthal, Richard (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/340017df-8cf9-467f-9a1e-75dd12f6f006/"" target=""_blank"">Annual Report for 2016 Due Date Extension 1</a></td>",<td>04/10/2017</td>
<td>Richard</td>,<td>Blumenthal</td>,"<td class=""noWrap"">Blumenthal, Richard (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/46c7ff50-6096-42a3-81d8-4ef26addda87//"" target=""_blank"">Annual Report for 2014 Due Date Extension 1</a></td>",<td>05/01/2015</td>
<td>Richard</td>,<td>Blumenthal</td>,"<td class=""noWrap"">Blumenthal, Richard (Senator)</td>","<td><a href=""/search/view/extension-notice/regular/a6316c4b-ea51-4081-953b-6882a23901e8/"" target=""_blank"">Annual Report for 2015 Due Date Extension 1</a></td>",<td>03/28/2016</td>
<td>RICHARD</td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/D1272CD2-31ED-4432-B39A-9ACCED1DF499/"" target=""_blank"">Report Due Date Extension</a></td>",<td>03/20/2012</td>
<td>RICHARD</td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/5D2B5788-E628-4B03-B09C-CD0C0C63DE2C/"" target=""_blank"">Annual Report (Amendment)</a></td>",<td>10/31/2013</td>
<td>RICHARD</td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/CB43BA88-19A7-4070-9E8C-68573D749644/"" target=""_blank"">Annual Report</a></td>",<td>08/12/2013</td>
<td>RICHARD</td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/FF4E4230-D48D-4D0A-B2CF-EC1203EFD133/"" target=""_blank"">Periodic Transaction Report for 11/08/2013</a></td>",<td>11/08/2013</td>
<td>RICHARD</td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/CE1B1262-3C07-43E1-99E7-2E50DE77ACB9/"" target=""_blank"">Report Due Date Extension</a></td>",<td>04/22/2013</td>
<td>RICHARD</td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/358EDE65-6001-491B-B182-E55E6DECC2AE/"" target=""_blank"">Periodic Transaction Report for 01/02/2013</a></td>",<td>01/02/2013</td>
<td>RICHARD</td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/B49F3170-0DE0-411B-89B0-AF1B8521365D/"" target=""_blank"">Periodic Transaction Report for 08/22/2012</a></td>",<td>08/22/2012</td>
<td>RICHARD</td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/9D9557ED-A711-479C-B15E-424F5192AF82/"" target=""_blank"">Periodic Transaction Report for 02/01/2013</a></td>",<td>02/01/2013</td>
<td>RICHARD</td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/9682EEFA-4743-4E55-98C7-6F4D9B5FD873/"" target=""_blank"">Annual Report</a></td>",<td>08/09/2012</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/af3d8319-b7c6-473e-b522-6b05d36215ad/"" target=""_blank"">Annual Report</a></td>",<td>08/13/2018</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/3527564d-67d0-43f7-9d70-02067a55e2fb/"" target=""_blank"">Periodic Transaction Report for 10/25/2018</a></td>",<td>10/25/2018</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/a68e9328-7725-42ef-8f34-32fb4139270f/"" target=""_blank"">Periodic Transaction Report for 03/15/2021</a></td>",<td>03/15/2021</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/d7cd0bf5-9a9c-4804-a0b1-3a08a47b0a27/"" target=""_blank"">Annual Report (Amendment)</a></td>",<td>08/13/2018</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/e24251ff-2099-453b-9578-470590cb971f/"" target=""_blank"">Periodic Transaction Report for 12/18/2018</a></td>",<td>12/18/2018</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/298ebe23-17e0-41d0-9e5c-c398ae350857/"" target=""_blank"">Periodic Transaction Report for 11/28/2018</a></td>",<td>11/28/2018</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/7f33e550-caa2-4718-8bf5-d73d0adb010b/"" target=""_blank"">Periodic Transaction Report for 07/26/2017</a></td>",<td>07/26/2017</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/92de2283-fef4-4f5c-bead-956ceb88688d/"" target=""_blank"">Periodic Transaction Report for 05/24/2018</a></td>",<td>05/24/2018</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/cd709859-1fc1-4451-98b9-aa5ff7a0efe2/"" target=""_blank"">Annual Report (Amendment)</a></td>",<td>07/01/2021</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/0e3dac6b-fb4b-484f-84f8-f2fb3f331b03/"" target=""_blank"">Annual Report (Amendment)</a></td>",<td>05/24/2017</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/3b49848e-ffef-40f0-bae2-134f42e73b99/"" target=""_blank"">Periodic Transaction Report for 11/16/2017</a></td>",<td>11/16/2017</td>
<td>RICHARD </td>,<td>BLUMENTHAL</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/b592b168-6ec8-4ea4-b153-cd3148404c2e/"" target=""_blank"">Periodic Transaction Report for 04/02/2018</a></td>",<td>04/02/2018</td>
<td>ANDREW LAMAR</td>,<td>ALEXANDER</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/2701724B-A03B-4738-8E28-15D9FBBADEFE/"" target=""_blank"">Annual Report</a></td>",<td>05/15/2012</td>
<td>ANDREW LAMAR</td>,<td>ALEXANDER</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/0DAB9BAF-F4DA-4214-B875-A077BA158CAF/"" target=""_blank"">Annual Report</a></td>",<td>05/15/2013</td>
<td>ANDREW LAMAR</td>,<td>ALEXANDER</td>,"<td class=""noWrap"">Senator</td>","<td><a href=""/search/view/paper/FA12998F-713A-40BB-8892-9BCFA5308999/"" target=""_blank"">Annual Report (Amendment)</a></td>",<td>06/06/2012</td>
